Date,Adj Close
1994-01-03,27.04083824157715
1994-01-04,27.149946212768555
1994-01-05,27.20451545715332
1994-01-06,27.20451545715332
1994-01-07,27.36815071105957
1994-01-10,27.695480346679688
1994-01-11,27.640953063964844
1994-01-12,27.550010681152344
1994-01-13,27.47728157043457
1994-01-14,27.586380004882812
1994-01-17,27.586380004882812
1994-01-18,27.622753143310547
1994-01-19,27.550010681152344
1994-01-20,27.622753143310547
1994-01-21,27.56818389892578
1994-01-24,27.459081649780273
1994-01-25,27.459081649780273
1994-01-26,27.531822204589844
1994-01-27,27.786420822143555
1994-01-28,27.859148025512695
1994-01-31,28.0591983795166
1994-02-01,27.91370964050293
1994-02-02,28.095552444458008
1994-02-03,27.968263626098633
1994-02-04,27.331783294677734
1994-02-07,27.459081649780273
1994-02-08,27.47728157043457
1994-02-09,27.586380004882812
1994-02-10,27.349973678588867
1994-02-11,27.44090461730957
1994-02-14,27.47728157043457
1994-02-15,27.622753143310547
1994-02-16,27.604562759399414
1994-02-17,27.44090461730957
1994-02-18,27.27723503112793
1994-02-22,27.550010681152344
1994-02-23,27.47728157043457
1994-02-24,27.113574981689453
1994-02-25,27.240867614746094
1994-02-28,27.240867614746094
1994-03-01,27.131744384765625
1994-03-02,27.16814422607422
1994-03-03,27.095382690429688
1994-03-04,27.16814422607422
1994-03-07,27.313613891601562
1994-03-08,27.20451545715332
1994-03-09,27.331783294677734
1994-03-10,27.113574981689453
1994-03-11,27.25904655456543
1994-03-14,27.295440673828125
1994-03-15,27.27723503112793
1994-03-16,27.495445251464844
1994-03-17,27.495445251464844
1994-03-18,27.489444732666016
1994-03-21,27.416290283203125
1994-03-22,27.489444732666016
1994-03-23,27.471172332763672
1994-03-24,27.141950607299805
1994-03-25,26.88590431213379
1994-03-28,26.92247772216797
1994-03-29,26.3920841217041
1994-03-30,26.026275634765625
1994-03-31,26.099441528320312
1994-04-04,25.697063446044922
1994-04-05,26.227466583251953
1994-04-06,26.227466583251953
1994-04-07,26.355491638183594
1994-04-08,26.15431022644043
1994-04-11,26.2640380859375
1994-04-12,26.227466583251953
1994-04-13,26.090295791625977
1994-04-14,26.099441528320312
1994-04-15,26.099441528320312
1994-04-18,25.92568588256836
1994-04-19,25.9622745513916
1994-04-20,25.934843063354492
1994-04-21,26.282339096069336
1994-04-22,26.254920959472656
1994-04-25,26.529247283935547
1994-04-26,26.50179672241211
1994-04-28,26.30977439880371
1994-04-29,26.3920841217041
1994-05-02,26.55666732788086
1994-05-03,26.529247283935547
1994-05-04,26.483516693115234
1994-05-05,26.44693946838379
1994-05-06,26.190879821777344
1994-05-09,25.9622745513916
1994-05-10,26.163455963134766
1994-05-11,25.92568588256836
1994-05-12,26.05372428894043
1994-05-13,26.05372428894043
1994-05-16,26.06285858154297
1994-05-17,26.44693946838379
1994-05-18,26.638988494873047
1994-05-19,26.767013549804688
1994-05-20,26.666418075561523
1994-05-23,26.620695114135742
1994-05-24,26.730432510375977
1994-05-25,26.803598403930664
1994-05-26,26.821887969970703
1994-05-27,26.849319458007812
1994-05-31,26.812721252441406
1994-06-01,26.93161964416504
1994-06-02,26.904197692871094
1994-06-03,27.05965232849121
1994-06-06,27.05051040649414
1994-06-07,27.01392936706543
1994-06-08,26.794429779052734
1994-06-09,26.940778732299805
1994-06-10,26.986488342285156
1994-06-13,27.0230655670166
1994-06-14,27.2334041595459
1994-06-15,27.123659133911133
1994-06-16,27.178537368774414
1994-06-17,27.026826858520508
1994-06-20,26.796695709228516
1994-06-21,26.566564559936523
1994-06-22,26.66781997680664
1994-06-23,26.511327743530273
1994-06-24,25.959003448486328
1994-06-27,26.410070419311523
1994-06-28,26.28119659423828
1994-06-29,26.364038467407227
1994-06-30,26.198348999023438
1994-07-01,26.253582000732422
1994-07-05,26.39166831970215
1994-07-06,26.354846954345703
1994-07-07,26.4653263092041
1994-07-08,26.456106185913086
1994-07-11,26.364038467407227
1994-07-12,26.400867462158203
1994-07-13,26.4469051361084
1994-07-14,26.732250213623047
1994-07-15,26.74146842956543
1994-07-18,26.787490844726562
1994-07-19,26.732250213623047
1994-07-20,26.612590789794922
1994-07-21,26.66781997680664
1994-07-22,26.71384048461914
1994-07-25,26.750673294067383
1994-07-26,26.723054885864258
1994-07-27,26.723054885864258
1994-07-28,26.778295516967773
1994-07-29,27.045236587524414
1994-08-01,27.174110412597656
1994-08-02,27.2109317779541
1994-08-03,27.220136642456055
1994-08-04,27.06365966796875
1994-08-05,26.971576690673828
1994-08-08,27.03602409362793
1994-08-09,27.082075119018555
1994-08-10,27.183319091796875
1994-08-11,27.082075119018555
1994-08-12,27.29378890991211
1994-08-15,27.284582138061523
1994-08-16,27.4778995513916
1994-08-17,27.459495544433594
1994-08-18,27.367420196533203
1994-08-19,27.34901237487793
1994-08-22,27.32139015197754
1994-08-23,27.4778995513916
1994-08-24,27.772457122802734
1994-08-25,27.698816299438477
1994-08-26,28.09464454650879
1994-08-29,28.076236724853516
1994-08-30,28.149864196777344
1994-08-31,28.076236724853516
1994-09-01,27.98419761657715
1994-09-02,27.864513397216797
1994-09-06,27.87371063232422
1994-09-07,27.846107482910156
1994-09-08,27.98419761657715
1994-09-09,27.689605712890625
1994-09-12,27.60676383972168
1994-09-13,27.689605712890625
1994-09-14,27.717222213745117
1994-09-15,28.06702995300293
1994-09-16,27.867292404174805
1994-09-19,27.895050048828125
1994-09-20,27.367177963256836
1994-09-21,27.367177963256836
1994-09-22,27.302352905273438
1994-09-23,27.209720611572266
1994-09-26,27.348655700683594
1994-09-27,27.33013916015625
1994-09-28,27.54314422607422
1994-09-29,27.40422248840332
1994-09-30,27.367177963256836
1994-10-03,27.302352905273438
1994-10-04,26.89483642578125
1994-10-05,26.90410804748535
1994-10-06,26.820756912231445
1994-10-07,26.94115447998047
1994-10-10,27.228261947631836
1994-10-11,27.635746002197266
1994-10-12,27.672809600830078
1994-10-13,27.765399932861328
1994-10-14,27.885801315307617
1994-10-17,27.830242156982422
1994-10-18,27.765399932861328
1994-10-19,27.895050048828125
1994-10-20,27.709848403930664
1994-10-21,27.598716735839844
1994-10-24,27.367177963256836
1994-10-25,27.394956588745117
1994-10-26,27.496824264526367
1994-10-27,27.663532257080078
1994-10-28,28.246997833251953
1994-10-31,28.14512062072754
1994-11-01,27.830242156982422
1994-11-02,27.672809600830078
1994-11-03,27.820974349975586
1994-11-04,27.459787368774414
1994-11-07,27.54314422607422
1994-11-08,27.756162643432617
1994-11-09,27.802461624145508
1994-11-10,27.60794448852539
1994-11-11,27.50609588623047
1994-11-14,27.765399932861328
1994-11-15,27.672809600830078
1994-11-16,27.765399932861328
1994-11-17,27.58017349243164
1994-11-18,27.54314422607422
1994-11-21,27.26529884338379
1994-11-22,26.67256736755371
1994-11-23,26.820756912231445
1994-11-25,26.950408935546875
1994-11-28,27.0708065032959
1994-11-29,27.061542510986328
1994-11-30,27.024505615234375
1994-12-01,26.75591468811035
1994-12-02,27.0059871673584
1994-12-05,27.033769607543945
1994-12-06,27.052284240722656
1994-12-07,26.857805252075195
1994-12-08,26.59847640991211
1994-12-09,26.70036506652832
1994-12-12,26.876319885253906
1994-12-13,26.97819709777832
1994-12-14,27.117128372192383
1994-12-15,27.200458526611328
1994-12-16,27.333335876464844
1994-12-19,27.370662689208984
1994-12-20,27.28665542602539
1994-12-21,27.5760440826416
1994-12-22,27.49203109741211
1994-12-23,27.52001953125
1994-12-27,27.669403076171875
1994-12-28,27.529376983642578
1994-12-29,27.548044204711914
1994-12-30,27.22130012512207
1995-01-03,27.351987838745117
1995-01-04,27.482683181762695
1995-01-05,27.482683181762695
1995-01-06,27.510704040527344
1995-01-09,27.53870391845703
1995-01-10,27.566701889038086
1995-01-11,27.585378646850586
1995-01-12,27.594717025756836
1995-01-13,27.921436309814453
1995-01-16,28.08946990966797
1995-01-17,28.09880828857422
1995-01-18,28.07079315185547
1995-01-19,27.9121036529541
1995-01-20,27.809419631958008
1995-01-23,27.893449783325195
1995-01-24,27.930789947509766
1995-01-25,28.00545883178711
1995-01-26,28.033470153808594
1995-01-27,28.145496368408203
1995-01-30,28.024137496948242
1995-01-31,28.13616180419922
1995-02-01,28.126815795898438
1995-02-02,28.294843673706055
1995-02-03,28.696252822875977
1995-02-06,28.817602157592773
1995-02-07,28.854948043823242
1995-02-08,28.854948043823242
1995-02-09,28.854948043823242
1995-02-10,28.89229393005371
1995-02-13,28.90164566040039
1995-02-14,28.938966751098633
1995-02-15,29.09767723083496
1995-02-16,29.060338973999023
1995-02-17,28.948314666748047
1995-02-21,28.938966751098633
1995-02-22,29.153684616088867
1995-02-23,29.20035743713379
1995-02-24,29.275043487548828
1995-02-27,29.041654586791992
1995-02-28,29.284374237060547
1995-03-01,29.09767723083496
1995-03-02,29.135021209716797
1995-03-03,29.144344329833984
1995-03-06,29.163002014160156
1995-03-07,28.938966751098633
1995-03-08,29.013669967651367
1995-03-09,29.004316329956055
1995-03-10,29.433744430541992
1995-03-13,29.40573501586914
1995-03-14,29.62044334411621
1995-03-15,29.564414978027344
1995-03-16,29.741790771484375
1995-03-17,29.771377563476562
1995-03-20,29.771377563476562
1995-03-21,29.696300506591797
1995-03-22,29.72446632385254
1995-03-23,29.74321174621582
1995-03-24,30.165569305419922
1995-03-27,30.287588119506836
1995-03-28,30.287588119506836
1995-03-29,30.27821159362793
1995-03-30,30.221887588500977
1995-03-31,30.099884033203125
1995-04-03,30.174964904785156
1995-04-04,30.3720760345459
1995-04-05,30.3720760345459
1995-04-06,30.48470115661621
1995-04-07,30.4565372467041
1995-04-10,30.51283836364746
